Group: 1
OTUID	kingdom	phylum	class	order	family	genus	specie	lasttaxa 
592832	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	Unknown	g__Porphyromonas	
New.0.ReferenceOTU103	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	Unknown	g__Clostridium	
Group: 8
OTUID	kingdom	phylum	class	order	family	genus	specie	lasttaxa 
1082059	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	Unknown	Unknown	Unknown	o__Sphingomonadales	
823476	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Alteromonas	Unknown	g__Alteromonas	
829814	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Loktanella	Unknown	g__Loktanella	
543151	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	Unknown	Unknown	f__Moraxellaceae	
209511	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	Unknown	g__Acinetobacter	
156357	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	Unknown	Unknown	f__Lachnospiraceae	
830290	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Pseudoalteromonadaceae	g__Pseudoalteromonas	Unknown	g__Pseudoalteromonas	
27938	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Moraxella	Unknown	g__Moraxella	
4342113	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Gramella	Unknown	g__Gramella	
548576	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Psychrobacter	Unknown	g__Psychrobacter	
1101488	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	Unknown	g__Paracoccus	
New.0.ReferenceOTU411	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	Unknown	Unknown	f__Comamonadaceae	
894928	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Psychrobacter	s__pacificensis	s__pacificensis	
